module_code,module_name
EPSH401|P1|22,SOCIOLOGY OF WORK
HIST111|D1|22,STRATEGIC MONITORING AND EVALUATION
TEPT101|D1|22,STRUCTURAL DESIGN THEORY INTRO IIB
SKLB201|D1|22,SOLUTIONS DEVELOPMENT
TERT201|D1|22,SUSTAINABLE ECOTOURISM DEVELOPMENT
MWMP101|I1|22,SUSTAINABLE EARTH STUDIES
JDDB301|D1|22,SOFTWARE ENGINEERING III
TXSB201|D1|22,SHIPPING AND LEGAL PRACTICE II
ADRE401|D3|22,SHIPBOARD MANAGEMENT II
RMTD101|D1|22,STRATEGIC HUMAN RESOURCE DEVELOPMENT
PAPL102|D1|22,STRATEGIC HUMAN RESOURCE DEVELOPMENT
APFA302|D1|22,SKILLS DEVELOPMENT IB
FANU101|D1|22,SKILLS DEVELOPMENT IIB
PTPY101|D1|22,SKILLS DEVELOPMENT IB
CMMS101|D1|22,SKILLS DEVELOPMENT IIB
IEMH102|P1|22,STRATEGIC LOCAL GOVERNMENT MANAGEMENT
ANBC301|D1|22,SOIL MECHANICS A
ECMS302|I1|22,SOIL MECHANICS B
FDPE201|D1|22,SUSTAINABLE L/SCAPE PLAN & PRAC IIIA
BSBB102|D1|22,SUSTAINABLE LANDSCAPE PLANNING & PRACTICE IIB
COTH301|D1|22,STRATEGIC MONITORING AND EVALUATION
FSTX101|D1|22,SMALL BUSINESS MANAGEMENT
PNLM201|D1|22,SPORT MEDIA COMMUNICATION
APFM802|D3|22,SIMULATION MODELLING
DPPB401|D1|22,SPORT MARKETING 2 : SPORT ENVIRONMENT ST
ISYB301|D1|22,SPORT MARKETING 1 : PRINCIPLES OF SPORT
JRPR302|D1|22,SOMATIC THERAPHY: BODY
SOCN101|D1|22,SOMATIC THERAPHY: BODY
MCBH101|D1|22,STRENGTH OF MATERIALS I
TMTE102|D1|22,STRENGTH OF MATERIALS II
ADHO301|D1|22,SOMATIC RESEARCH PROJECT
EMCP101|D1|22,SINGING IB
CMMP301|P1|22,SINGING IIB
IZHP201|D1|22,SINGING III B
APSC101|D1|22,SOCIETY & THE MEDIA
CRCL201|D1|22,SOCIOLOGY
STPB301|D1|22,SOFTWARE DEVELOPMENT AND
ADCP702|D3|22,SOMATOLOGY MEDICAL AESTHETICS I
HVSS802|D1|22,SENSOR PRINCIPLE AND TECHNOLOGY
CADE401 |D1|21,STRATEGIC PUBLIC MANAGEMENT IV
EVMT101|D1|22,SUPPLY CHAIN MANAGEMENT
THER101|D1|22,STRATEGIC PUBLIC HUMAN RESOURCE MANAGEMENT IV
FNFM401|D3|22,SPECIALIST JOURNALISM 401
PSSB102|D1|22,STRATEGIC PUBLIC MANAGEMENT
MCRD301|D1|22,SPORT PSYCHOLOGY
ALDS201|D1|22,SPORT RESEARCH PROJECT
BSFN102|D1|22,SURVEYING FOR CIVIL ENGINNERING 1B
EPDE101|D1|22,SOC RESP & SUSTAINABLE COMM DEV
RPPB401|D1|22,STRATEGIC SUPPLY CHAIN MANAGEMENT
AFLF202|D1|22,SHIP STABILITY & CONSTRUCTION II
COME111|I1|22,SOCIOLOGY AND SOCIETY
MSRV101|D1|22,SOMATIC SPORTS MESSAGE THERAPY
WPMS301|P1|22,SYSTEMS AND PROJECT MANAGEMENT 4B
MTRS101|I1|22,SYSTEMS AND PROJECT MANAGEMENT 4B
COMA202|D1|22,SYSTEMS THINKING AND LEADERSHIP 4B
ENCS121|P1|22,STRUCTURAL ANALYSIS IIB
APSS101|D1|22,STATISTICS FOR THE APPLIED SCIENCES
STAS102|D1|22,STATISTICS FOR THE BUILT ENVIRONMENT
EGDS201|I1|11,STRUCTURAL BEHAVIOUR III
PGRP802|D1|22,STATISTICS
APFA802|D1|22,STRUCTURAL DETAILING
AUDN301|P3|22,SUSTAINABLE TOURISM PLANNING & DEVELOPMENT 1
CGBE101|D1|22,SELECTED TOPICS IN MECHANICAL ENGINEERIN
ILGB201|D1|22,STRATEGIC HUMAN RESOURCE MANAGEMENT
CCPP521|D1|22,STRATEGIC HUMAN RESOURCE MANAGEMENT
WWRK101|D1|22,STRATEGIC HUMAN RESOURCE MANAGEMENT
TAXA101|P1|22,SELECTED TOPICS IN INDUSTRIAL ENGINEERING
OPRM201|D3|22,STRUCTURAL MECHANICS IB
TXAN101|P1|22,STRUCTURAL MECHANICS
INTTAXA|D6|22,STRATEGIC MONITORING & EVALUATION
TPRS102|D1|22,STRENGTH OF MATERIALS II
SKLB101|D1|22,STUDIO PRACTICE IB
CPTH201|D1|22,STUDIO PRACTICE IIB
BHVM301|D1|22,STUDIO PRACTICE IIIB
PRLE802|D1|22,SUSTAINABLE TOURISM PLANNING AND DEV 1
RPAP201|P1|22,STRATEGIC PLANNING
PLSB101|D1|22,STRATEGIC PLANNING
AICR802|D1|22,STRATEGIC PUBLIC MANAGEMENT IV
HMRM201|D1|22,STRATEGIC PUBLIC MANAGEMENT
TRNB201|I1|22,STATISTICAL QUALITY TECHNIQUES
MLIT202|I1|22,STRUCTURAL ANALYSIS
ADPR402|P1|22,STATISTICS I
LMKP101|D1|22,STRATEGIC SUPPLY CHAIN MANAGEMENT
LWLF101|I1|22,STRUCTURAL STEEL DESIGN IIIB
ATHB201|D1|22,STATISTICS II
EMTB102|D1|22,STATISTICS I
TESS301|D1|22,SUSTAINABLE HORTICULTURE IV
STQT401|D3|22,SURVEYING FOR CIVIL ENGINEERING
ISOP102|D1|22,SURVEY DRAWING I
PSMK101|D1|22,SURVEY PROJECT III
CHCP401|D1|22,SURVEY OF TEXTILE INDUSTRY IB
ORSP101|D1|22,SOFTWARE DEVELOPMENT FUNDAMENTALS
IDED800|D1|22,SOFTWARE SUPPORT
CRTH101|D1|22,SYSTEMIC PATHOLOGY B
BAPP302|I1|22,SYSTEMS FUNDAMENTALS
ETPS101|D1|22,SYSTEMIC PHATHOPHYSIOLOGY
ERTB301|D1|22,SYSTEM PATHOLOGY IA
PJTM101|D1|22,SYSTEM PATHOLOGY IB
TRSM301|D1|22,TRANSLATION AND INTERPRETING PRACTICE 402
ECOP201|P1|11,TAX OPINION WRITING 4
ECMS202|I1|22,TECHNOLOGICAL APPLICATIONS IN TOURISM
TDNB201|D1|22,TIME AND STRESS MANAGEMENT
GITL201|D1|22,TIME AND STRESS MANAGEMENT
MEVL301|P3|22,TAXATION AUGMENTED
ANPB103|I1|22,TAXATION 1
INAS201|D1|22,TAXATION 2B
BAPB301|D1|22,TAXATION 301
APDJ302|I1|22,TAXATION 301
LFLP102|I1|22,TAXATION IIB
BNMN201|P1|22,TAXATION IIB
CVTE102|I1|22,TAXATION I
EMCH101|D1|22,TAXATION I
DFTS101|I1|22,TAXATION IIB
DRMN101|D1|22,TAXATION II MODULE 2
TMSG101|P1|22,TECHNICAL LITERACY
UNMN402|I1|22,TECHNICAL LITERACY
ZUHL102|I1|22,THEORY OF CLOTHING II
PPEF102|D1|22,THEATRE DANCE IB
MKCB201|D1|22,THEATRE DANCE IIB
DPPB301|D1|22,THEATRE DANCE III B
MHNR302|I1|22,TECHNICAL LITERACY
SPJN402|D1|22,TERMINOLOGY DEVELOPMENT
NITS102|D1|22,TELEVISION JOURNALISM 2B
IEBE102|D1|22,TELEVISION JORNALISM 3B
MKCA201|D1|22,TECHNICAL LITERACY
CYCP202|D1|22,TECHNICAL MATHEMATICS 102
MGTP201|D1|22,TECHNICAL MATHEMATICS 202
MCLB301|D1|22,TECHNICAL MATHEMATICS 302
HSTL101|D1|22,THE ENTREPRENEURIAL EDGE
OPCH101|D1|22,THE ENTREPRENEURIAL EDGE
PRMA102|D1|22,ADVANCED ENTREPRENEUSHIP
EVSC101|D1|22,TECHNOLOGICAL APPLICATIONS IN TOURISM
EDTB201|D1|22,TEXTILE RESEARCH TECHNIQUES
GREN101|D1|22,TRENDS IN EXERCISE AND SPORT SCIENCE
ALAJ501|D1|22,TEXTILE TESTING PRINCIPLES 2
TEJO302|D1|22,TEXTILES 2B
ACTB401|D1|22,TOURISM FINANCIAL MANAGEMENT
SHRV802|P1|22,TOURISM FINANCIAL MANAGEMENT
INDL802|D3|22,THEORY OF CLOTHING
HPTH101|D1|22,THERMODYNAMICS
TRED401|D1|22,THERMOFLUIDS I
PLDS321|D1|22,THEORY OF INTERNAL AUDITING 2
ENHL202|I1|22,THERMODYNAMICS II
PPTS201|D1|22,THEATRE STUDIES I B
IPPH411|D1|22,THEATRE STUDIES IIB
MDMA201|D1|22,THEATRE STUDIES IIIB
RTSC201|D1|21,THEATRE STUDY IV
SCCH101|D1|22,TECHNICAL LITERACY
LSKL101|I1|22,TALENT PORTFOLIO
PMAT401|D1|22,THERMODYNAMICS
TXAN101|P3|22,TEXTILE MATERIAL SCIENCE 1
CLLB201|P1|22,TIME AND STRESS MANAGEMENT
MIEC101|P1|22,TIME & STRESS MANAGEMENT
FACB201|D1|22,TIME AND STRESS MANAGEMENT
PPDV501|D1|22,TELEVISION MEDIA TECHNOLOGIES IB
BAAI102|D1|22,THEORY OF CLOTHING 5
INAU101|D1|22,TOURISM ENTREPRENUESHIP
PHCS201|D1|22,TOURISM ENTREPRENEURSHIP
BHVM101|D1|22,THEORY OF INTERNAL AUDITI
INOC401|D1|22,TEACHING PHYSICAL ACTIVITY TO CHILDREN
HDEV301|D1|22,TALENT PORTFOLIO MANAGEMENT
PSMA101|D1|22,TALENT PORTFOLIO MANAGEMENT
CLCP101|D1|22,TEXTILE PRACTICE AND RESEARCH PROJECT
JOPR302|D1|22,VIDEO PRODUCTION SOFTWARE IB
LEKN401|D1|22,THEORY & PRACTICE OF SELLING
PFDV401|I1|22,TRANSLATION 102
TAPT102|P1|22,TRANSCRIPTION AND EDITING
CAAU202|D1|22,TRANSFER PROCESSES
SASL202|D1|22,TOURISM MARKETING 2
PUBP301|D1|22,TOURISM MARKETING 3
PVES802|D1|22,TRANSPORT TECHNOLOGY A
ERTB401|D1|22,TRANSPORT TECHNOLOGY B
APFA802|D3|22,TRANSFER PROCESSES
PPRM101|D1|22,TOURISM MARKETING 2
FINM402|D1|22,TOURISM MARKETING 3
APPM101|D1|22,TRANSPORT TECHNOLOGY IIB
EDUC401|I1|11,TRANSPORT TECHNOLOGY IIIB
SWDF101|D1|22,INTRODUCTION TO REGIONAL TOURISM GEOGRAPHY
FACB101|D1|22,TRAVEL AND TRANSPORT OPERATIONS 1
BRSP802|D1|22,TRAVEL AND TRANSPORT OPERATIONS 1
ACRP802|D3|22,TECHNICAL SCIENCE 102
CELB201|D1|22,TECHNICAL SCIENCE 202
INMT202|I1|22,TECHNICAL SCIENCE 302
TEMA302|I1|22,TIME AND STRESS MANAGEMENT
LEGP101|D1|22,NTRODUCTION TO SHIPBOARD OPERATIONS
NUTI102|D1|22,TESTING AND STATISTICS
POJO101|D1|22,TIME AND STRESS MANAGEMENT
AAMN101|D1|22,TOURISM WORK BASED LEARNING 2
B23D101|D1|22,TAXATION I
INSL101|D1|22,TAXATION I
EDCN201|I1|22,TAXATION II (MODULE 2)
ADAB101|D1|22,TAX LAW 5
APRE404|D1|22,TEXTILE MATERIALS
STPB101|D1|22,TAXATION II B
EGAD302|I1|22,TAXATION 1
NMIS101|D1|22,TEXT STUDY IB
MCHI301|D1|22,TEXT STUDY IIB
ANGR221|D1|22,TEXT STUDY IIIB
WPPD101|D1|22,TEXTILES I
YSTH101|D1|22,ULTRASOUND IMAGING SCIENCE I
CGBE403|P1|22,ULTRASOUND IMAGING SCIENCE II
SSPM402|D1|22,UNIT OPERATIONS B
OEFC201|D1|22,UNIT MANAGEMENT
ADTN301|D1|22,ULTRASOUND PRACTICE AND PROCEDURES IA
BUFI501|D1|22,ULTRASOUND PRACTICE AND PROCEDURES IB
GISY401|D1|22,ULTRASOUND PRACTICE AND PROCEDURES IIB
DSGP201|I1|22,ULTRASOUND PRACTICE AND PROCEDURES IIIB
PWEB101|I1|22,ULTRASOUND PRACTICE AND PROCEDURES IVB
AFAC302|P1|22,CLINICAL DIAGNOSTIC PRACTICE & PROCEDURE
HPHB201|D1|22,CLINICAL DIAGNOSTIC PRACTICE & PROCEDURE
DFMT101|I1|22,URBAN PLANNING THEORY AND PRACTICE I
PRJO102|D1|22,URBAN STUDIES
VCOD402|D1|22,UTILISATION OF ELECTRICAL PLANT
PSCC101|I1|22,VISUAL COMMUNICATION DESIGN I
TXLW802|D1|22,VISUAL COMMUNICATION DESIGN II
SCLB201|D1|22,VISUAL COMMUNICATION DESIGN 401
MWMU101|D1|22,VIOLENCE & NON-VIOLENCE
PJMN301|D1|22,VIDEO PRODUCTION PRACTICE IB
METE202|I1|22,VIDEO PRODUCTION THEORY IB
GENV101|D1|22,VIDEO PRODUCTION THEORY 2B
TPAC101|D1|22,VALUES IN THE WORKPLACE
APRJ101|P1|22,VALUES IN THE WORKPLACE
UPPB201|D1|22,VALUES IN THE WORKPLACE
MTSP202|I1|22,WASTEWATER TREATMENT TECHNOLOGY
ACPR102|D1|22,WORK BASED PROJECT II (DESIGN & TECHNO
CEPH102|P1|22,WET PROCESSING PROJECT
DSMN101|D1|22,WEAVING PRINCIPLES 3
CPTD201|D1|22,WATER HYDRAULICS IIB
HOMA301|D1|22,WIL: ACCOMMODATION MANAGEMENT I
INAU402|D1|22,WIL: ACCOMMODATION MANAGEMENT I
PATT102|D1|22,WIL:  FOOD AND BEVERAGE I
ENVM101|D1|22,WORK-INTEGRATED-LEARNING
MTCH202|D1|22,WORK INTEGRATED LEARNING 1
VPRP102|D1|22,WORKPLACE PRACTICE
SMTB101|D1|22,WORKPLACE PRACTICE
TLIT101|I1|22,WORK PREPAREDNESS
ECTM201|P1|11,WORK PREPAREDNESS
ENVN101|D1|22,WORK PREPAREDNESS
PCSB301|D1|22,WORK SAMPLING
DAPB101|D1|22,WORK SAMPLING
STPM802|P1|22,WELLNESS 1B
EQDV101|D3|22,WELLNESS 2B
INAU102|D1|22,WELNESS THERAPY I
BISB301|D1|22,WORK PREPAREDNESS FOR PUBLIC MGT
ISHP101|D1|22,WORK PREPAREDNESS
PFMG101|P1|22,WRITING FOR PUBLIC RELATIONS
EVAH101|D1|22,WEAVING PREPARATION THEORY
YNMC502|D1|22,WRITING FOR PUBLIC RELATIONS
IPDF301|D1|22,WATER TREATMENT TECHNOLOGY IIIB
ALOD401|D3|22,WEAVING PRINCIPLES IV
VWKP101|D1|22,WRITING FOR PUBLIC RELATIONS
CTMM101|D1|22,WEAVING TECHNOLOGY III
TMDN802|D1|22,WORLD OF WORK
THRM202|D1|22,YARN MECHANICS
LBRR101|D1|22,YARN TECHNOLOGY II
ACPC102|P1|22,YARN TECHNOLOGY III
SMMD101|D1|22,YARN SPINNING THEORY
PPLC201|D1|22,YARN SPINNING THEORY 3
ADIM401|D3|22,ZULU FIRST ADDITIONAL 1
FREN202|P1|22,ZULU FIRST ADDITIONAL II
BLSP101|D1|11,SIZULU FIRSH ADDITIONAL LANGUAGE 302
DSPJ201|D1|22,ZULU HOME LANGUAGE 102
YRNT201|D1|22,ZULU HOME LANGUAGE II
FPSO302|D1|22,ZULU HOME LANGUAGE 302
